COLOR,SIZE,ACT,AGE
0,YELLOW,SMALL,STRETCH,ADULT,T
0,YELLOW,SMALL,STRETCH,ADULT,T
0,YELLOW,SMALL,STRETCH,CHILD,F
0,YELLOW,SMALL,DIP,ADULT,F
0,YELLOW,SMALL,DIP,CHILD,F
0,YELLOW,LARGE,STRETCH,ADULT,T
0,YELLOW,LARGE,STRETCH,ADULT,T
0,YELLOW,LARGE,STRETCH,CHILD,F
0,YELLOW,LARGE,DIP,ADULT,F
0,YELLOW,LARGE,DIP,CHILD,F
0,PURPLE,SMALL,STRETCH,ADULT,T
0,PURPLE,SMALL,STRETCH,ADULT,T
0,PURPLE,SMALL,STRETCH,CHILD,F
0,PURPLE,SMALL,DIP,ADULT,F
0,PURPLE,SMALL,DIP,CHILD,F
0,PURPLE,LARGE,STRETCH,ADULT,T
0,PURPLE,LARGE,STRETCH,ADULT,T
0,PURPLE,LARGE,STRETCH,CHILD,F
0,PURPLE,LARGE,DIP,ADULT,F
0,PURPLE,LARGE,DIP,CHILD,F
0,YELLOW,SMALL,STRETCH,ADULT,T
0,YELLOW,SMALL,STRETCH,CHILD,T
0,YELLOW,SMALL,DIP,ADULT,T
0,YELLOW,SMALL,DIP,CHILD,F
0,YELLOW,SMALL,DIP,CHILD,F
0,YELLOW,LARGE,STRETCH,ADULT,T
0,YELLOW,LARGE,STRETCH,CHILD,T
0,YELLOW,LARGE,DIP,ADULT,T
0,YELLOW,LARGE,DIP,CHILD,F
0,YELLOW,LARGE,DIP,CHILD,F
0,PURPLE,SMALL,STRETCH,ADULT,T
0,PURPLE,SMALL,STRETCH,CHILD,T
0,PURPLE,SMALL,DIP,ADULT,T
0,PURPLE,SMALL,DIP,CHILD,F
0,PURPLE,SMALL,DIP,CHILD,F
0,PURPLE,LARGE,STRETCH,ADULT,T
0,PURPLE,LARGE,STRETCH,CHILD,T
0,PURPLE,LARGE,DIP,ADULT,T
0,PURPLE,LARGE,DIP,CHILD,F
0,PURPLE,LARGE,DIP,CHILD,F
0,YELLOW,SMALL,STRETCH,ADULT,T
0,YELLOW,SMALL,STRETCH,CHILD,T
0,YELLOW,SMALL,DIP,ADULT,T
0,YELLOW,SMALL,DIP,CHILD,T
0,YELLOW,LARGE,STRETCH,ADULT,T
0,YELLOW,LARGE,STRETCH,CHILD,F
0,YELLOW,LARGE,DIP,ADULT,F
0,YELLOW,LARGE,DIP,CHILD,F
0,PURPLE,SMALL,STRETCH,ADULT,T
0,PURPLE,SMALL,STRETCH,CHILD,F
0,PURPLE,SMALL,DIP,ADULT,F
0,PURPLE,SMALL,DIP,CHILD,F
0,PURPLE,LARGE,STRETCH,ADULT,T
0,PURPLE,LARGE,STRETCH,CHILD,F
0,PURPLE,LARGE,DIP,ADULT,F
0,PURPLE,LARGE,DIP,CHILD,F
0,YELLOW,SMALL,STRETCH,ADULT,T
0,YELLOW,SMALL,STRETCH,CHILD,T
0,YELLOW,SMALL,DIP,ADULT,T
0,YELLOW,SMALL,DIP,CHILD,T
0,YELLOW,SMALL,STRETCH,ADULT,T
0,YELLOW,SMALL,STRETCH,CHILD,T
0,YELLOW,SMALL,DIP,ADULT,T
0,YELLOW,SMALL,DIP,CHILD,T
0,YELLOW,LARGE,STRETCH,ADULT,F
0,YELLOW,LARGE,STRETCH,CHILD,F
0,YELLOW,LARGE,DIP,ADULT,F
0,YELLOW,LARGE,DIP,CHILD,F
0,PURPLE,SMALL,STRETCH,ADULT,F
0,PURPLE,SMALL,STRETCH,CHILD,F
0,PURPLE,SMALL,DIP,ADULT,F
0,PURPLE,SMALL,DIP,CHILD,F
0,PURPLE,LARGE,STRETCH,ADULT,F
0,PURPLE,LARGE,STRETCH,CHILD,F
0,PURPLE,LARGE,DIP,ADULT,F
0,PURPLE,LARGE,DIP,CHILD,F
